페미위키 링크	이름	공식명칭	지역	분류	학교	홈페이지	인스타그램	페이스북	링크트리	트위터	연대단위	현재투쟁중	활동중지발표
https://femiwiki.com/?curid=76821	울산여성회		울산	페미니즘				https://www.facebook.com/ulsanwomen			한국여성단체연합		
https://femiwiki.com/?curid=76961	울산페미기획단		울산	페미니즘				https://www.facebook.com/profile.php?id=100082248376637					
https://femiwiki.com/?curid=76822	움	여성영상집단 움		페미니즘				https://www.facebook.com/womdocs/					
https://femiwiki.com/?curid=76823	월담	한양대학교 반성폭력 반성차별 모임 월담	서울	페미니즘	한양대학교	https://m.blog.naver.com/hyuwoldam		https://www.facebook.com/hyuwoldam		https://twitter.com/hyuwoldam			
https://femiwiki.com/?curid=76962	유니크	영남대학교 성소수자 모임 유니크	경산	퀴어	영남대학교			https://www.facebook.com/Yuni9ue/					
https://femiwiki.com/?curid=76824	윤석열 탄핵에 찬성하는 계명대 여성학과 동문일동		대구	페미니즘	계명대학교						윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76825	은평여성회		서울	페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=4826	이룸	반성매매인권행동 이룸		페미니즘		http://www.e-loom.org/					윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76826	이방인	숭실대학교 성소수자 모임 이방인	서울	퀴어	숭실대학교			https://facebook.com/SSUstranger/		https://x.com/SSU_STRANGER			
https://femiwiki.com/?curid=26422	이화여성위원회			페미니즘	이화여자대학교			https://www.facebook.com/profile.php?id=100066595987472					
https://femiwiki.com/?curid=76827	이화여자대학교 아시아여성학센터			페미니즘	이화여자대학교	http://acws.ewha.ac.kr/							
https://femiwiki.com/?curid=76828	이화여자대학교 여성학과		서울	페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76829	이화여자대학교 학생•소수자인권위원회		서울	페미니즘					https://linktr.ee/ewharights		윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=76830	이화여자대학교 한국여성연구원			페미니즘	이화여자대학교	http://kwi.ewha.ac.kr/							
https://femiwiki.com/?curid=38548	익산여성의전화			페미니즘		http://www.iswhl.or.kr							
https://femiwiki.com/?curid=76773	인동	서울지역대학인권연합동아리	서울	페미니즘	*						윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=75279	인디밴드씬 반성폭력연대			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76831	인래디	인천 래디컬 페미니스트 친목 모임 인래디	인천	페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76832	인천성소수자인권모임		인천	페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76833	인천여성노동자회		인천	페미니즘, 노동							여성노동연대회의		
https://femiwiki.com/?curid=76834	인천여성회		인천	페미니즘		https://blog.naver.com/icwa					한국여성단체연합		
https://femiwiki.com/?curid=76835	일다	여성주의 저널 일다		페미니즘		http://www.ildaro.com/							
https://femiwiki.com/?curid=76836	잡초	계원예술대학교 학소위 잡초	의왕	페미니즘	계원예술대학교		https://www.instagram.com/kaywon_right/				윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=3478	장애여성공감			페미니즘,장애인권		https://wde.or.kr/							
https://femiwiki.com/?curid=2149	전국디바협회			페미니즘									
https://femiwiki.com/?curid=76837	전국보건의료산업노동조합 서울지역본부 성평등위원회			페미니즘							젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=76838	전국보건의료산업노동조합 성평등위원회			페미니즘							젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=17534	전국여성노동조합 		서울	페미니즘, 노동		https://kwtu.or.kr/main	https://www.instagram.com/kwtu1999/	https://www.facebook.com/kwtu99		https://x.com/kw_union	여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76839	전국여성노동조합 경기지부		경기	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76840	전국여성노동조합 경남지부		경남	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76841	전국여성노동조합 경북지부		경북	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76842	전국여성노동조합 고용노동부지부			페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76843	전국여성노동조합 광주전남지부		광주전남	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76844	전국여성노동조합 대구지부		대구	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76845	전국여성노동조합 대전충청지부		대전충청	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76846	전국여성노동조합 부산지부		부산	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76847	전국여성노동조합 서울지부		서울	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76848	전국여성노동조합 울산지부		울산	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76849	전국여성노동조합 인천지부		인천	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76850	전국여성노동조합 전북지부		전북	페미니즘, 노동							여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=76851	전국여성농민회총연합			페미니즘, 농민		http://kwpa.org/							
https://femiwiki.com/?curid=76852	전국여성연대			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76853	전북여성노동자회		전북	페미니즘, 노동							여성노동연대회의		
https://femiwiki.com/?curid=38546	전북여성단체연합		전북	페미니즘		http://www.jbwomen.or.kr/					한국여성단체연합		
https://femiwiki.com/?curid=76854	전주여성의전화			페미니즘		http://www.jjhotline.or.kr							
https://femiwiki.com/?curid=76855	정의기억연대	일본군성노예제 문제해결을 위한 정의기억연대		페미니즘		https://www.womenandwar.net/					윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76856	정의당 여성위원회			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=76857	정의당 전남대학교 학생위원회		전남	페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76858	정의당 제주도당 여성위원회		제주	페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76859	정의당 페미니스트 여성정치클럽(정의당 페미클럽)			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=76860	정정헌	성균관대학교 여성주의 교지편집위원회 정정헌	서울	페미니즘	성균관대학교		https://www.instagram.com/skku_jjh						
https://femiwiki.com/?curid=76861	제주여민회		제주	페미니즘		https://jejuwomen.kr/					한국여성단체연합		
https://femiwiki.com/?curid=76862	제주여성인권연대		제주	페미니즘		http://www.jwr.or.kr/					한국여성단체연합		
https://femiwiki.com/?curid=76863	젠더문화연구소			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76604	젠더폭력 해결 페미니스트 연대			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=3570	조각보	트랜스젠더 인권단체 조각보		페미니즘							윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=76864	주디	한국외국어대학교 여성주의 학회 주디	서울	페미니즘	한국외국어대학교					https://twitter.com/hufsjudi			
https://femiwiki.com/?curid=76865	지구지역행동네트워크/페미니즘학교			페미니즘		http://www.glocalactivism.org/					윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=3410	지지	성노동자권리모임 지지		페미니즘,성노동		https://twitter.com/gg_sexworker							
https://femiwiki.com/?curid=76866	진보당 인권위원회			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76867	진해여성의전화			페미니즘		http://www.jhwhotline.or.kr/							
https://femiwiki.com/?curid=2437	찍는 페미												
https://femiwiki.com/?curid=35946	차차	성노동자해방행동 주홍빛연대 차차		페미니즘,성노동									
https://femiwiki.com/?curid=76868	창원여성의전화			페미니즘		http://www.chwhotline.or.kr							
https://femiwiki.com/?curid=76869	천안여성의전화			페미니즘		http://www.cahotline.org/							
https://femiwiki.com/?curid=76870	청귤감귤살롱			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76871	청년진보당			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=34058	청소년 페미니즘 모임			페미니즘									
https://femiwiki.com/?curid=76872	청주여성의전화			페미니즘		http://cjhotline.or.kr							
https://femiwiki.com/?curid=76963	청페미		청주	페미니즘				https://www.facebook.com/cheongfemi/					
https://femiwiki.com/?curid=38978	추적단불꽃			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76873	춤추는Q	서강대학교 퀴어모임&퀴어자치연대 춤추는Q	서울	퀴어	서강대학교					https://twitter.com/SG_Queers			
https://femiwiki.com/?curid=4511	카페 두잉			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=76874	컴투게더	연세대학교 성소수자 중앙 동아리 컴투게더	서울	퀴어	연세대학교					https://x.com/queeryonsei			
https://femiwiki.com/?curid=76875	케세라	부산대 성소수자 동아리 케세라	부산	퀴어	부산대학교					https://x.com/pnuqueer			
https://femiwiki.com/?curid=76876	쿠크러쉬	경희대학교 여성퀴어모임 쿠크러쉬	서울	페미니즘,퀴어	경희대학교					https://twitter.com/khucrush			
https://femiwiki.com/?curid=76877	퀴어시대	서울시립대학교 성소수자 모임 퀴어시대	서울	퀴어	서울시립대학교					https://twitter.com/QueerInUOS			
https://femiwiki.com/?curid=76878	퀴어홀릭	성균관대학교 성소수자 모임 퀴어홀릭	서울	퀴어	성균관대학교					https://x.com/QueerHolic			
https://femiwiki.com/?curid=76879	큐피트	순천향대학교 퀴어&페미니스트 인권동아리 큐피트	아산	페미니즘,퀴어	순천향대학교					https://twitter.com/qufit_in_sch			
https://femiwiki.com/?curid=76880	큰따옴표	서울과학기술대학교 성소수자인권동아리 큰따옴표	서울	퀴어	서울과학기술대학교					https://twitter.com/66quotemark99			
https://femiwiki.com/?curid=17355	탈선												
https://femiwiki.com/?curid=76881	탱자	아주 작은 페미니즘학교 탱자		페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=4620	테크페미			페미니즘									
https://femiwiki.com/?curid=76882	틀깸	서강대학교 여성주의 모임 틀깸	서울	페미니즘	서강대학교			https://www.facebook.com/sogangfeminism					
https://femiwiki.com/?curid=76883	파동	광주여대 여성 인권 시위팀 파동 	광주	페미니즘	광주여대					https://x.com/padong_kwu			
https://femiwiki.com/?curid=76884	파워페미레인저	경성대학교 페미니즘 동아리 파워페미레인저	부산	페미니즘	경성대학교					https://twitter.com/powerfemi			
https://femiwiki.com/?curid=4189	페미광장			페미니즘									
https://femiwiki.com/?curid=76885	페미니스트 반전 저항 (한국 모임)			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=1961	페미당당			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=16085	페미몬스터즈			페미니즘									
https://femiwiki.com/?curid=707	페미위키			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들,젠더폭력 해결을 위한 페미니스트 연대		
https://femiwiki.com/?curid=76964	페미펀치	건국대학교 서페대연 건국대 지부 페미펀치	서울	페미니즘	건국대학교					https://x.com/femi_punch			
https://femiwiki.com/?curid=15941	페미회로			페미니즘									
https://femiwiki.com/?curid=76965	페스포트	연세대학교 페미니즘 동아리 페스포트	서울	페미니즘	연세대학교			https://www.facebook.com/yfemipassport/					https://www.facebook.com/yfemipassport/posts/pfbid0UZMVKLfMmAvqkDfJ465WqZMDVKE2eb83k8ST7mx3yiih929Uh3f67MP1JmNjx1jFl?__cft__[0]=AZX24PJQCycB5Ck4NvS1YwfDT3d210gGhUYHx63icreOEVI7vbFQWfdUQF8bLdFhPlRp3YMZKMnhMUq96Sv7QAxjBFHk87f-3ZqA20Fk5y4k1jt97pkpUwjLykYrj4xaWJsECJS4uWdHASiEkgj5CnR3JQ4QPf4ZFbTMUUg2q3UW7IeCd27qlgocXD3fxRUwbGQ&__tn__=%2CO%2CP-R
https://femiwiki.com/?curid=76886	평화를 만드는 여성회			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=76887	평화와 자치를 열어가는 부천연대			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76902	포스텍 페미니즘	포스텍 학내 여성주의 연구회 <포스텍 페미니즘>	포항	페미니즘	포스텍			https://www.facebook.com/posfemi/					
https://femiwiki.com/?curid=76888	포워드	호서대학교 페미니즘 소모임 포워드	충남	페미니즘	호서대학교						윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=41557	포항여성회		포항	페미니즘		http://www.phwomen.org/					한국여성단체연합		
https://femiwiki.com/?curid=2798	푸시텔												
https://femiwiki.com/?curid=76889	프리:즘	한국예술종합학교 성소수자 동아리 프리:즘	서울	퀴어	한국예술종합학교					https://twitter.com/prismknua			
https://femiwiki.com/?curid=76890	한국노동안전보건연구소 젠더와노동건강권센터			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=3474	한국레즈비언상담소			퀴어		http://www.lsangdam.org/							
https://femiwiki.com/?curid=12487	한국사이버성폭력대응센터			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=1925	한국성폭력상담소			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=3476	한국여성노동자회			페미니즘		http://kwwnet.org					한국여성단체연합, 여성노동연대회의, 차별금지법제정연대		
https://femiwiki.com/?curid=4205	한국여성단체연합			페미니즘		http://www.women21.or.kr/					한국여성단체연합		
https://femiwiki.com/?curid=3419	한국여성민우회			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=18770	한국여성연구소			페미니즘		http://www.kwsi.or.kr/					한국여성단체연합		
https://femiwiki.com/?curid=1948	한국여성의전화			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=76891	한국여성장애인연합			페미니즘,장애인권		http://www.kdawu.org/					한국여성단체연합		
https://femiwiki.com/?curid=39125	한국여성재단			페미니즘		http://womenfund.or.kr/							
https://femiwiki.com/?curid=3433	한국여성정책연구원			페미니즘		http://www.kwdi.re.kr/							
https://femiwiki.com/?curid=43446	한국여성정치네트워크			페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76892	한국여신학자협의회			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=76893	한국이주여성인권센터			페미니즘,이주민		http://www.wmigrant.org/					한국여성단체연합		
https://femiwiki.com/?curid=76894	한국한부모연합			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=76895	함께하는주부모임			페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=27716	행동하는성소수자인권연대			퀴어									
https://femiwiki.com/?curid=3423	행복중심생협 연합회												
https://femiwiki.com/?curid=76896	허사이트	여성주의 출판사 허사이트		페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76897	화분안죽이기실천시민연합			페미니즘						https://x.com/ccpskr	윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76898	효재	젠더교육플랫폼효재		페미니즘							한국여성단체연합		
https://femiwiki.com/?curid=76899	흥 연합	Heung Coalition (흥 연합)		페미니즘							윤석열 OUT 성차별 OUT 페미니스트들		
https://femiwiki.com/?curid=76900	흰	경희대학교 국문과 페미니즘 소모임 흰	서울	페미니즘	경희대학교					https://twitter.com/khukukmoonheen			
https://femiwiki.com/?curid=76966	파란	아주대학교 페미니즘 소모임 '파란' 		페미니즘	아주대학교			https://www.facebook.com/AUparan/					
